metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1746652036.3349,transparent,7222.3642959827,1734816006.7876,AS265629 FIBERNET,FIBERNET,Sabanagrande,South America,SA,Colombia,CO,,False,AGIS,4.67135,-74.1619,False,FiberComm,True,Bogota D.C.,success,America/Bogota,110921,1746575639.0,1746652036.3349,8080,http,209.14.98.5:8080,False,11479.760885239,32278,125274,20.487204224637,209.14.98.5
True,1746652036.2807,transparent,6560.2240296599,1710831004.9935,AS18229 CtrlS,CTRLS-AS-IN,Hyderabad,Asia,AS,India,IN,,True,Iqtera Communication Pvt Ltd,17.3843,78.4583,False,Iqtera Communication Pvt Ltd,True,Telangana,success,Asia/Kolkata,500001,1746095044.0,1746652036.2807,83,http,103.41.90.17:83,False,13565.659999847,17936,498443,3.4734177803513,103.41.90.17
True,1746652036.2317,transparent,5977.1996218497,1746074563.5839,AS16342 Toya sp.z.o.o,TOYA,Lodz,Europe,EU,Poland,PL,,False,Toya sp. z o.o.,51.7012,19.4469,False,Toya:net,False,Łódź Voivodeship,success,Europe/Warsaw,93-424,1746079539.0,1746652036.2317,8080,http,77.237.26.213:8080,False,11472.135543823,765,9126,7.7343039126479,77.237.26.213
True,1746641383.2301,elite,1265.0952266972,1740425380.0961,AS212477 RoyaleHosting BV,ROYALE-AS,Amsterdam,Europe,EU,The Netherlands,NL,,False,RoyaleHosting BV,52.352,4.9392,False,RoyaleHosting BV,True,North Holland,success,Europe/Amsterdam,1098,1746473839.0,1746652035.9049,18080,http,45.140.143.77:18080,False,64.619541168213,81241,604,99.26201967133,45.140.143.77
True,1746626870.0376,elite,715.2512535883,1746577469.2109,AS31898 Oracle Corporation,ORACLE-BMC-31898,Seoul,Asia,AS,South Korea,KR,,True,Oracle Corporation,37.5985,126.9783,False,Oracle Cloud Infrastructure (ap-seoul-1),False,Seoul,success,Asia/Seoul,02878,1746577471.0,1746652035.7888,8080,http,140.238.30.184:8080,False,697.1971988678,1352,1,99.926090169993,140.238.30.184
True,1746652012.683,elite,2299.5781920574,1739086996.6302,AS36666 GloboTech Communications,GTCOMM,Montreal,North America,,Canada,CA,Ville-Marie,True,GloboTech Communications,45.5049,-73.573,False,,True,Quebec,success,America/Toronto,H4X,1746534990.0,1746652035.7316,9105,http,67.43.228.250:9105,False,842.00382232666,216,36347,0.59076115198425,67.43.228.250
True,1746650446.9073,elite,1009.8729844239,1726025521.1884,AS8075 Microsoft Corporation,MICROSOFT-CORP-MSN-AS-BLOCK,Boydton,North America,,United States,US,,True,Microsoft Corporation,36.677696,-78.37471,False,Microsoft Azure Cloud (eastus),True,Virginia,success,America/New_York,23917,1746386830.0,1746652035.07,8080,http,40.76.69.94:8080,False,202.81934738159,18732,10434,64.225468010697,40.76.69.94
True,1746652034.997,transparent,6672.3642435426,1732783999.4363,AS4761 INDOSAT Internet Network Provider,INDOSAT-INP-AP,Jakarta,Asia,AS,Indonesia,ID,,False,PT. INDOSAT Tbk,-6.18012,106.821,False,IOH B2B,True,Jakarta,success,Asia/Jakarta,,1746385980.0,1746652034.997,8080,http,114.9.27.158:8080,False,10356.993198395,12283,139074,8.1152506986793,114.9.27.158
True,1746652034.8087,elite,8051.334240909,1745576709.6609,AS45899 VNPT Corp,VNPT-AS-VN,Da Nang,Asia,AS,Vietnam,VN,,False,VNPT,16.0685,108.2215,False,Vietnam Posts and Telecommunications Group,False,Da Nang,success,Asia/Ho_Chi_Minh,550000,1746181652.0,1746652034.8087,10001,http,14.243.171.127:10001,False,3715.9669399261,1085,14030,7.1782997022825,14.243.171.127
True,1746652034.7258,transparent,5983.1712509059,1743039001.7019,AS58821 PT Lintas Jaringan Nusantara,IDNIC-LJN-AS-ID,Pulau Temiang,Asia,AS,Indonesia,ID,,False,PT Lintas Jaringan Nusantara,-1.22495,102.242,False,PT Javas Digital Telekomunikasi,True,Jambi,success,Asia/Jakarta,,1746063271.0,1746652034.7258,9988,http,157.10.97.17:9988,False,12638.551473618,4142,45591,8.3284740514347,157.10.97.17
True,1746652028.65,elite,6393.0318062368,1745884430.817,AS7552 Viettel Group,VIETEL-AS-AP,Vũng Tàu,Asia,AS,Vietnam,VN,,False,VIETELmetro,10.3444,107.0875,False,,False,Bà Rịa–Vũng Tàu Province,success,Asia/Ho_Chi_Minh,790000,1746493238.0,1746652034.3404,10001,http,115.72.2.38:10001,False,4380.1827430725,1789,11315,13.65231990232,115.72.2.38
True,1746652002.8613,anonymous,2649.9542321971,1730745307.0049,AS4230 CLARO S.A.,CLARO S.A.,Teresina,South America,SA,Brazil,BR,,False,Claro S.A,-5.3051,-42.8502,False,Telcabos - Telecomunicações e Informática,False,Piauí,success,America/Fortaleza,64000,1746386788.0,1746652034.1103,80,http,189.22.234.46:80,False,7751.4975070953,59576,56597,51.282139567714,189.22.234.46
True,1746652033.9589,transparent,7037.4591698915,1746070144.8969,AS38320 PT Maxindo Mitra Solusi,MMS-AS-ID,South Tangerang,Asia,AS,Indonesia,ID,,False,PT Maxindo Mitra Solusi,-6.2876,106.722,False,PT Azec Indonesia Management Services,False,Banten,success,Asia/Jakarta,15312,1746070159.0,1746652033.9589,8080,http,103.130.241.65:8080,False,6810.1320266724,746,9276,7.4436240271403,103.130.241.65
True,1746652033.2611,transparent,6768.5785302895,1740487647.7355,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Tokyo,Asia,AS,Japan,JP,,True,Aceville Pte.ltd,35.6761,139.6503,False,,True,Tokyo,success,Asia/Tokyo,,1746536236.0,1746652033.2611,10809,http,43.133.13.187:10809,False,4077.0153999329,20220,60272,25.120508870447,43.133.13.187
True,1746652032.9662,transparent,6873.4005615942,1745264614.0489,AS52444 Pogliotti & Pogliotti Construcciones S.A.,Pogliotti & Pogliotti Construcciones S.A.,Río Cuarto,South America,SA,Argentina,AR,,False,Pogliotti & Construcciones S.A.,-33.1343,-64.3513,False,Pogliotti & Construcciones S.A,False,Cordoba,success,America/Argentina/Cordoba,5800,1746474339.0,1746652032.9662,999,http,190.123.83.137:999,False,8505.5360794067,1893,21033,8.2570007851348,190.123.83.137
True,1746652032.9281,transparent,6099.4940885278,1746427341.7501,AS23969 TOT Public Company Limited,TOT-NET,La-ngu,Asia,AS,Thailand,TH,,False,TOT Public Company Limited,6.88492,99.7884,False,TOT Public Company Limited,False,Satun,success,Asia/Bangkok,91110,1746429261.0,1746652032.9281,8080,http,113.53.3.157:8080,False,5016.0458087921,258,3676,6.5582104728012,113.53.3.157
True,1746652032.8712,elite,3027.2267095504,1746299732.2666,AS36666 GloboTech Communications,GTCOMM,Montreal,North America,,Canada,CA,Ville-Marie,True,GloboTech Communications,45.5049,-73.573,False,,True,Quebec,success,America/Toronto,H4X,1746307257.0,1746652032.8712,19837,http,67.43.236.22:19837,False,841.89367294312,31,3158,0.97209156475384,67.43.236.22
True,1746652032.6658,transparent,6737.933999975,1743018300.2976,AS273237 INGBELL CHILE SPA,INGBELL CHILE SPA,Santiago,South America,SA,Chile,CL,,False,Ingbell Chile SPA,-33.4521,-70.6536,False,Cirion Technologies Solutions,False,Santiago Metropolitan,success,America/Santiago,34033,1746050119.0,1746652032.6658,999,http,204.199.139.124:999,False,8619.6148395538,1563,45941,3.2902492421691,204.199.139.124
True,1746652032.5605,transparent,6873.3621713135,1745959129.2432,AS63393 BOOM NET,BOOMNETPR01,Fajardo,North America,,Puerto Rico,PR,,False,Boom NET,18.3393,-65.6695,False,Boom NET,False,Fajardo,success,America/Puerto_Rico,00738,1746566418.0,1746652032.5605,999,http,192.203.0.22:999,False,7656.3308238983,992,10857,8.3720145159929,192.203.0.22
True,1746652032.524,elite,4035.1588505148,1746192627.6011,,,Los Angeles,North America,,United States,US,,False,QuadraNet Enterprises LLC,34.0544,-118.244,False,HostPapa,True,California,success,America/Los_Angeles,90060,1746192641.0,1746652032.524,10809,http,155.94.128.59:10809,False,3334.5935344696,4806,3161,60.323835822769,155.94.128.59
True,1746652031.9869,transparent,6567.1881556774,1715252689.5792,AS266242 VIANET GUARACIAMA EIRELI ME,VIANET GUARACIAMA EIRELI ME,Capitão Enéas,South America,SA,Brazil,BR,,False,Vianet Guaraciama Eireli ME,-16.3207,-43.7122,False,Vianet Guaraciama Eireli ME,True,Minas Gerais,success,America/Sao_Paulo,39472,1746575502.0,1746652031.9869,8080,http,192.145.205.97:8080,False,11439.887046814,28536,459590,5.8460315574257,192.145.205.97
True,1746652031.7412,elite,5881.7761282559,1744497905.1902,AS56694 LLC Smart Ape,SmartApe,Moscow,Europe,EU,Russia,RU,,True,LLC Smart Ape,55.7558,37.6173,False,SmartApe,False,Moscow,success,Europe/Moscow,144700,1746319610.0,1746652031.7412,49160,http,188.127.237.101:49160,False,1529.4196605682,1699,30208,5.324850346319,188.127.237.101
True,1746647712.3791,elite,251.17535930174,1745894850.6469,AS49981 WorldStream,WorldStream,Naaldwijk,Europe,EU,The Netherlands,NL,,True,WorldStream B.V.,51.9968,4.2057,False,WorldStream B.V,False,South Holland,success,Europe/Amsterdam,2671,1746499686.0,1746652031.7403,80,http,190.2.143.81:80,False,43.87378692627,8792,2658,76.786026200873,190.2.143.81
True,1746652031.4932,anonymous,7300.7474559917,1725208808.3128,AS140226 Little Boys. Net,LITTLEBOYSNET-AS-AP,Nārāyanganj,Asia,AS,Bangladesh,BD,,False,Md Golam Mortuza,23.6429,90.4883,False,,False,Dhaka Division,success,Asia/Dhaka,1400,1746123096.0,1746652031.4932,8080,http,103.148.217.247:8080,False,8985.682964325,947,28296,3.2383818349691,103.148.217.247
True,1746652031.4923,elite,6095.1053272974,1745691687.3486,AS8781 Ooredoo Q.S.C.,QA-ISP,Doha,Asia,AS,Qatar,QA,,False,Ooredoo Q.S.C,25.2925,51.5321,False,Ooredoo,False,Baladīyat ad Dawḩah,success,Asia/Qatar,,1746296503.0,1746652031.4923,8080,http,37.211.84.125:8080,False,15773.958444595,1254,15105,7.6655052264808,37.211.84.125
True,1746652031.2051,transparent,6659.5723379105,1746076609.9743,AS328471 HERO TELECOMS (PTY) LTD,Hero-Telecoms,Worcester,Africa,AF,South Africa,ZA,,False,HERO TELECOMS (PTY) LTD,-33.6511,19.4322,False,Herotel,False,Western Cape,success,Africa/Johannesburg,6850,1746077334.0,1746652031.2051,9999,http,197.157.221.113:9999,False,5977.9586791992,935,8974,9.4358663840953,197.157.221.113
True,1746633899.7723,elite,100.75619889877,1746345013.7279,AS197540 netcup GmbH,netcup-AS,Nuremberg,Europe,EU,Germany,DE,,True,netcup GmbH,49.4423,11.0191,False,netcup GmbH,False,Bavaria,success,Europe/Berlin,90431,1746345013.0,1746652031.1822,80,http,89.58.52.160:80,False,24.251461029053,5342,3,99.943872778297,89.58.52.160
True,1746652031.0005,transparent,6809.0140947301,1722376537.4672,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Loja,South America,SA,Ecuador,EC,,False,Ufinet Panama S.A.,-3.9909,-79.202,False,Nedetel S.A,True,Loja,success,America/Guayaquil,,1746598166.0,1746652031.0005,999,http,45.71.114.148:999,False,9175.555229187,7802,300480,2.5307997223322,45.71.114.148
True,1746651742.966,elite,2720.3286242485,1743246469.7972,AS36666 GloboTech Communications,GTCOMM,Montreal,North America,,Canada,CA,Ville-Marie,True,GloboTech Communications,45.5049,-73.573,False,,True,Quebec,success,America/Toronto,H4X,1746088648.0,1746652030.8552,16015,http,67.43.228.250:16015,False,722.85199165344,100,16286,0.61027706578787,67.43.228.250
True,1746651813.4909,transparent,7676.4338398708,1745487418.5748,AS45758 Triple T Broadband Public Company Limited,TTBP-AS-AP,Phetchabun,Asia,AS,Thailand,TH,,False,Triple T Broadband Public Company Limited,16.4204,101.1646,False,Triple T Broadband Public Company Limited,False,Phetchabun,success,Asia/Bangkok,67000,1746092441.0,1746652030.7775,3128,http,223.204.176.161:3128,False,553.55429649353,131,9933,1.3016693163752,223.204.176.161
True,1746652030.7468,transparent,5925.219354795,1737369696.8175,AS34984 Superonline Iletisim Hizmetleri A.S.,TELLCOM-AS,Kilis,Asia,AS,Türkiye,TR,,False,Superonline Iletisim Hizmetleri A.S.,36.7143,37.1123,False,Guneydogu Telekom Internet Bilisim VE Iletisim HIZ TIC LTD,True,Kilis,success,Europe/Istanbul,79000,1746575601.0,1746652030.7468,8080,http,213.74.115.216:8080,False,6354.790687561,10316,106014,8.8678758703688,213.74.115.216
True,1746652030.5821,elite,1319.5212269442,1710574529.551,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Clifton,North America,,United States,US,,True,"DigitalOcean, LLC",40.8364,-74.1403,False,"DigitalOcean, LLC",True,New Jersey,success,America/New_York,07014,1746575987.0,1746652030.5821,8080,http,209.97.150.167:8080,False,201.45630836487,144431,398897,26.58265357206,209.97.150.167
True,1746652030.2048,elite,3615.6756530003,1710728566.0874,"AS36236 NetActuate, Inc",NETACTUATE,West Hollywood,North America,,United States,US,Central-Alameda,True,"NetActuate, Inc",34.0881,-118.379,False,"Host Virtual, Inc",True,California,success,America/Los_Angeles,90069,1746585529.0,1746652030.2048,80,http,192.73.244.36:80,False,4572.1173286438,350072,197187,63.968249037476,192.73.244.36
True,1746652030.1546,elite,2796.5264364118,1737580892.5661,AS174 Cogent Communications,COGENT-174,Frankfurt am Main,Europe,EU,Germany,DE,,False,Cogent Communications,50.1109,8.68213,False,InternetINFrankfurt,True,Hesse,success,Europe/Berlin,60313,1746048376.0,1746652030.1546,15321,http,45.87.68.9:15321,False,1750.538110733,12374,104651,10.573809015168,45.87.68.9
True,1746651877.9186,elite,2846.0551102956,1746299620.5524,AS36666 GloboTech Communications,GTCOMM,Montreal,North America,,Canada,CA,Ville-Marie,True,GloboTech Communications,45.5049,-73.573,False,,True,Quebec,success,America/Toronto,H4X,1746651879.0,1746652030.0744,16535,http,72.10.160.91:16535,False,7243.4301376343,3,827,0.36144578313253,72.10.160.91
True,1746651860.0567,elite,1990.671434122,1746345477.5458,AS45899 VNPT Corp,VNPT-AS-VN,Vĩnh Yên,Asia,AS,Vietnam,VN,,False,VNPT,21.311,105.5938,False,Vietnam Posts and Telecommunications Group,False,Vĩnh Phúc Province,success,Asia/Bangkok,280000,1746622643.0,1746652029.9509,5105,http,14.181.68.241:5105,False,823.84586334229,340,881,27.846027846028,14.181.68.241
True,1746652029.9409,elite,2983.7447681736,1720553082.8583,AS174 Cogent Communications,COGENT-174,Frankfurt am Main,Europe,EU,Germany,DE,,False,Cogent Communications,50.1109,8.68213,False,InternetINFrankfurt,True,Hesse,success,Europe/Berlin,60313,1746052424.0,1746652029.9409,15321,http,45.87.68.3:15321,False,2056.1990737915,10740,107812,9.0593157433025,45.87.68.3
True,1746652027.8321,elite,1628.6459642796,1730760984.0365,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Shenzhen,Asia,AS,China,CN,,False,Chinanet,22.5455,114.0683,False,Chinanet GD,True,Guangdong,success,Asia/Shanghai,,1746575882.0,1746652029.335,8083,http,113.108.13.120:8083,False,1735.3570461273,171437,47163,78.424977127173,113.108.13.120
True,1746652029.2432,elite,4206.3164313634,1746640334.3487,AS4766 Korea Telecom,KIXS-AS-KR,Seongnam-si,Asia,AS,South Korea,KR,,False,Korea Telecom,37.377,127.1091,False,Kornet,False,Gyeonggi-do,success,Asia/Seoul,135,1746644260.0,1746652029.2432,8080,http,211.34.78.224:8080,False,742.26641654968,18,140,11.392405063291,211.34.78.224
True,1746651993.9743,elite,9652.0936499799,1739054365.722,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Bengaluru,Asia,AS,India,IN,,True,"DigitalOcean, LLC",12.9753,77.591,False,"DigitalOcean, LLC",True,Karnataka,success,Asia/Kolkata,560100,1746312926.0,1746652029.2265,3128,http,64.227.140.246:3128,False,7850.5525588989,15384,82211,15.763102617962,64.227.140.246
True,1746652029.1921,transparent,6058.0457350513,1744584481.1359,AS149360 PT Indo Telemedia Solusi,IDNIC-INTELMEDIA-AS-ID,Ploso,Asia,AS,Indonesia,ID,,False,PT Indo Telemedia Solusi,-7.23678,112.772,False,PT. SMART COMPUTER SERVICE,False,East Java,success,Asia/Jakarta,,1746399057.0,1746652029.1921,8181,http,160.19.18.227:8181,False,2522.3841667175,2555,28922,8.1170378371509,160.19.18.227
True,1746652028.9331,transparent,5673.070275994,1735506903.2029,AS34984 Superonline Iletisim Hizmetleri A.S.,TELLCOM-AS,Şişli,Asia,AS,Turkey,TR,,False,Superonline Iletisim Hizmetleri A.S.,41.0694,29.0044,False,Superonline Iletisim Hizmetleri,True,Istanbul,success,Europe/Istanbul,34381,1746575350.0,1746652028.9331,8080,http,176.88.175.216:8080,False,2388.09633255,12916,133436,8.8252979118837,176.88.175.216
True,1746652028.4205,elite,10559.407953369,1721422314.8642,AS9104 Clio S.R.L,CLIO-AS,Tricase,Europe,EU,Italy,IT,,False,CLIO,39.9248,18.3548,False,,False,Apulia,success,Europe/Rome,73039,1746594787.0,1746652028.4205,8080,socks4,195.60.142.5:8080,True,13415.247440338,304,64347,0.4702170113378,195.60.142.5
True,1746652027.8489,elite,4322.1674216989,1743038465.1952,AS140810 Megacore Technology Company Limited,MEGACORE-AS-VN,Haiphong,Asia,AS,Vietnam,VN,,False,V9ERP,20.8358,106.684,False,V9 Enterprise Solution Joint Stock Company,False,Haiphong,success,Asia/Bangkok,,1746062826.0,1746652027.8489,24926,http,103.213.218.9:24926,False,1337.4273777008,4419,45208,8.9044270256111,103.213.218.9
True,1746652027.6774,elite,6438.4129459727,1734271482.4991,AS45650 VIA NET COMMUNICATION LTD.,VIANET-NP,Kathmandu,Asia,AS,Nepal,NP,,False,VIA NET COMMUNICATION PUBLIC LIMITED,27.7108,85.3251,False,Vianet Communications Pvt. Ltd,True,Bagmati Province,success,Asia/Kathmandu,,1746575392.0,1746652027.6774,8080,http,110.44.115.83:8080,False,3815.637588501,11680,151341,7.1647211095503,110.44.115.83
True,1746651907.3272,transparent,4603.0311305348,1746589202.5486,AS36992 ETISALAT MISR,ETISALAT-MISR,Cairo,Africa,AF,Egypt,EG,,False,Etisalat,30.0507,31.2489,False,EgyNet,True,Cairo Governorate,success,Africa/Cairo,,1746592780.0,1746652027.2903,8080,http,84.36.35.200:8080,False,624.87697601318,205,890,18.721461187215,84.36.35.200
True,1746652026.9507,transparent,7121.3505930296,1710701498.5567,AS52873 Softdados Telecomunicações,Softdados Telecomunicações,Salvador,South America,SA,Brazil,BR,,False,Softdados Telecomunicações,-12.8665,-38.4858,False,Softdados Telecomunicações,True,Bahia,success,America/Bahia,40000,1746575924.0,1746652026.9507,8080,http,177.128.212.190:8080,False,8721.3485240936,40929,504585,7.5028321912911,177.128.212.190
True,1746644884.7629,elite,4987.3687531458,1710543963.6749,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Frankfurt am Main,Europe,EU,Germany,DE,,True,Alibaba.com LLC,50.1169,8.6837,False,ALICLOUD-GM,True,Hesse,success,Europe/Berlin,60313,1746575966.0,1746652026.8016,3128,http,47.91.65.23:3128,False,17.348766326904,312595,243850,56.177160366254,47.91.65.23
True,1746652026.7235,transparent,8402.2667230018,1745011756.0377,"AS272112 TELECABLE DOMINICANO, S.A.","TELECABLE DOMINICANO, S.A.",Santo Domingo Este,North America,,Dominican Republic,DO,,False,"TELECABLE DOMINICANO, S.A.",18.4842,-69.8466,False,"TELECABLE DOMINICANO, S.A",False,Santo Domingo Province,success,America/Santo_Domingo,11605,1746221755.0,1746652026.7235,999,http,179.49.202.205:999,False,16563.412189484,2264,23915,8.6481530998128,179.49.202.205
True,1746651904.2522,elite,770.28389336242,1734634764.1668,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,False,Alibaba.com LLC,True,Kowloon,success,Asia/Hong_Kong,999077,1746128765.0,1746652026.7034,8990,http,47.56.110.204:8990,False,674.4544506073,96755,64245,60.096273291925,47.56.110.204
True,1746652026.6702,transparent,6426.1999555312,1710559209.6303,AS52468 UFINET PANAMA S.A.,UFINET PANAMA S.A.,Guatemala City,North America,,Guatemala,GT,,False,Ufinet Panama S.A.,14.6343,-90.5155,False,UFINET Guatemala S. A,True,Guatemala,success,America/Guatemala,01010,1746575909.0,1746652026.6702,999,http,181.78.108.225:999,False,9067.8915977478,24648,520888,4.5181252932895,181.78.108.225
True,1746651178.8769,elite,2236.6024085454,1738060803.4379,AS36666 GloboTech Communications,GTCOMM,Montreal,North America,,Canada,CA,Ville-Marie,True,GloboTech Communications,45.5049,-73.573,False,,True,Quebec,success,America/Toronto,H4X,1746159110.0,1746652026.6405,13879,http,67.43.228.250:13879,False,8423.0129718781,91,17673,0.51227201080838,67.43.228.250
True,1746652026.6374,elite,3889.2245134438,1710674028.0264,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Hefei,Asia,AS,China,CN,,False,Chinanet,31.8616,117.286,False,Chinanet AH,True,Anhui,success,Asia/Shanghai,230000,1746576194.0,1746652026.6374,9002,http,218.23.15.154:9002,False,2059.3512058258,86294,364101,19.159626550028,218.23.15.154
